#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         740     1.73125     1.74498   0.0120029
         741     1.72882     1.74496   0.0119868
         742     1.72633     1.74493   0.0119706
         743     1.72379      1.7449   0.0119546
         744     1.72123     1.74487   0.0119385
         745     1.71867     1.74483   0.0119226
         746     1.71614      1.7448   0.0119066
         747     1.71366     1.74475   0.0118908
         748     1.71126     1.74471    0.011875
         749     1.70895     1.74466   0.0118592
         750     1.70677     1.74461   0.0118435
         751     1.70473     1.74456   0.0118278
         752     1.70286      1.7445   0.0118122
         753     1.70117     1.74445   0.0117967
         754      1.6997     1.74439   0.0117812
         755     1.69844     1.74433   0.0117658
         756     1.69742     1.74426   0.0117504
         757     1.69664      1.7442    0.011735
         758     1.69611     1.74414   0.0117197
         759     1.69583     1.74407   0.0117044
         760      1.6958     1.74401   0.0116892
         761     1.69602     1.74395    0.011674
         762     1.69646     1.74388   0.0116589
         763     1.69713     1.74382   0.0116437
         764     1.69799     1.74376   0.0116286
         765     1.69903      1.7437   0.0116136
         766     1.70021     1.74365   0.0115986
         767     1.70153     1.74359   0.0115836
         768     1.70294     1.74354   0.0115686
         769     1.70442     1.74349   0.0115537
         770     1.70593     1.74344   0.0115388
         771     1.70746     1.74339   0.0115239
         772     1.70896     1.74335   0.0115091
         773     1.71043     1.74331   0.0114943
         774     1.71183     1.74327   0.0114795
         775     1.71316     1.74323   0.0114647
         776     1.71438     1.74319     0.01145
         777     1.71548     1.74315   0.0114353
         778     1.71646     1.74312   0.0114207
         779      1.7173     1.74309   0.0114061
         780     1.71801     1.74305   0.0113915
         781     1.71858     1.74302    0.011377
         782     1.71901     1.74299   0.0113625
         783      1.7193     1.74296    0.011348
         784     1.71946     1.74293   0.0113335
         785      1.7195      1.7429   0.0113191
         786     1.71942     1.74287   0.0113048
         787     1.71924     1.74284   0.0112905
         788     1.71895     1.74281   0.0112762
         789     1.71859     1.74278   0.0112619
         790     1.71815     1.74275   0.0112477
         791     1.71764     1.74272   0.0112335
         792     1.71709     1.74269   0.0112194
         793      1.7165     1.74265   0.0112053
         794     1.71589     1.74262   0.0111912
         795     1.71527     1.74259   0.0111772
         796     1.71464     1.74255   0.0111632
         797     1.71403     1.74251   0.0111493
         798     1.71345     1.74248   0.0111354
         799      1.7129     1.74244   0.0111215
         800      1.7124      1.7424   0.0111077
         801     1.71197     1.74237   0.0110939
         802      1.7116     1.74233   0.0110801
         803     1.71132     1.74229   0.0110664
         804     1.71113     1.74225   0.0110527
         805     1.71104     1.74221    0.011039
         806     1.71106     1.74217   0.0110254
         807     1.71119     1.74213   0.0110118
         808     1.71145      1.7421   0.0109982
         809     1.71182     1.74206   0.0109847
         810     1.71232     1.74202   0.0109712
         811     1.71294     1.74199   0.0109577
         812     1.71369     1.74195   0.0109443
         813     1.71454     1.74192   0.0109309
         814     1.71551     1.74188   0.0109175
         815     1.71658     1.74185   0.0109041
         816     1.71774     1.74182   0.0108908
         817     1.71898      1.7418   0.0108775
         818      1.7203     1.74177   0.0108642
         819     1.72167     1.74175    0.010851
         820     1.72309     1.74172   0.0108378
         821     1.72455      1.7417   0.0108246
         822     1.72604     1.74168   0.0108115
         823     1.72754     1.74167   0.0107983
         824     1.72905     1.74165   0.0107852
         825     1.73055     1.74164   0.0107722
         826     1.73204     1.74163   0.0107591
         827     1.73352     1.74162   0.0107461
         828     1.73497     1.74161   0.0107332
         829      1.7364      1.7416   0.0107202
         830      1.7378      1.7416   0.0107073
         831     1.73918     1.74159   0.0106944
         832     1.74052     1.74159   0.0106816
         833     1.74184     1.74159   0.0106687
         834     1.74314     1.74159    0.010656
         835     1.74441      1.7416   0.0106432
         836     1.74568      1.7416   0.0106305
         837     1.74693     1.74161   0.0106178
         838     1.74819     1.74162   0.0106051
         839     1.74945     1.74163   0.0105925
         840     1.75073     1.74164   0.0105799
         841     1.75201     1.74165   0.0105673
         842     1.75331     1.74166   0.0105547
         843     1.75463     1.74168   0.0105422
         844     1.75598      1.7417   0.0105298
         845     1.75735     1.74171   0.0105173
         846     1.75875     1.74173   0.0105049
         847     1.76017     1.74176   0.0104925
         848     1.76163     1.74178   0.0104802
         849     1.76311      1.7418   0.0104679
         850     1.76462     1.74183   0.0104556
         851     1.76615     1.74186   0.0104433
         852      1.7677     1.74189   0.0104311
         853     1.76926     1.74192   0.0104189
         854     1.77084     1.74196   0.0104068
         855     1.77242     1.74199   0.0103947
         856     1.77399     1.74203   0.0103826
         857     1.77556     1.74207   0.0103706
         858     1.77712     1.74211   0.0103586
         859     1.77865     1.74215   0.0103466
         860     1.78016      1.7422   0.0103346
         861     1.78163     1.74224   0.0103227
         862     1.78307     1.74229   0.0103109
         863     1.78445     1.74234    0.010299
         864     1.78578     1.74239   0.0102873
         865     1.78704     1.74244   0.0102755
         866     1.78824     1.74249   0.0102638
         867     1.78937     1.74255   0.0102521
         868     1.79041      1.7426   0.0102404
         869     1.79136     1.74266   0.0102288
         870     1.79223     1.74272   0.0102172
         871     1.79299     1.74277   0.0102056
         872     1.79365     1.74283   0.0101941
         873      1.7942     1.74289   0.0101826
         874     1.79463     1.74295   0.0101711
         875     1.79494     1.74301   0.0101596
         876     1.79512     1.74307   0.0101482
         877     1.79516     1.74313   0.0101368
         878     1.79507     1.74319   0.0101254
         879     1.79484     1.74325   0.0101141
         880     1.79446      1.7433   0.0101028
         881     1.79392     1.74336   0.0100915
         882     1.79324     1.74342   0.0100802
         883      1.7924     1.74347   0.0100689
         884     1.79139     1.74353   0.0100577
         885     1.79023     1.74358   0.0100464
         886      1.7889     1.74363   0.0100352
         887      1.7874     1.74368    0.010024
         888     1.78575     1.74373   0.0100129
         889     1.78393     1.74377   0.0100017
         890     1.78194     1.74382  0.00999056
         891     1.77979     1.74386  0.00997943
         892     1.77748     1.74389  0.00996831
         893       1.775     1.74393  0.00995721
         894     1.77237     1.74396  0.00994612
         895     1.76957     1.74399  0.00993505
         896     1.76661     1.74401  0.00992399
         897     1.76349     1.74404  0.00991295
         898     1.76022     1.74405  0.00990193
         899     1.75678     1.74407  0.00989093
         900     1.75317     1.74408  0.00987994
         901     1.74941     1.74408  0.00986898
         902     1.74547     1.74409  0.00985804
         903     1.74137     1.74408  0.00984712
         904     1.73709     1.74408  0.00983623
         905     1.73264     1.74406  0.00982537
         906       1.728     1.74404  0.00981454
         907     1.72318     1.74402  0.00980375
         908     1.71816     1.74399  0.00979299
         909     1.71295     1.74396  0.00978228
         910     1.70753     1.74392  0.00977161
         911     1.70189     1.74387  0.00976099
         912     1.69604     1.74382  0.00975043
         913     1.68996     1.74376  0.00973993
         914     1.68365      1.7437   0.0097295
         915     1.67709     1.74362  0.00971913
         916     1.67028     1.74354  0.00970885
         917     1.66321     1.74346  0.00969866
         918     1.65588     1.74336  0.00968857
         919     1.64827     1.74326  0.00967858
